user_id,in_degree,out_degree,pagerank,kcore,comment,reposts,total_engagement,user_followers,is_official
201674,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201675,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
195091,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201676,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201677,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
91340,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
65538,0,3,2.1350185746615998e-06,3,0.0,0.0,0.0,0.0,0
201678,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201760,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
191512,1,1,2.5643043447415897e-05,1,1.0,0.0,1.0,2419.0,0
172571,1,3,2.5643043447415897e-05,2,1.0,0.0,1.0,615.0,0
201761,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201762,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201889,1,1,2.5643043447415897e-05,1,1.0,0.0,1.0,27.0,0
201890,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
178313,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
201891,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
191353,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
202001,1,1,2.5643043447415897e-05,1,1.0,0.0,1.0,746.0,0
202002,1,1,2.5643043447415897e-05,1,1.0,0.0,1.0,264.0,0
202003,1,1,2.5643043447415897e-05,1,1.0,0.0,1.0,70.0,0
202053,2,1,2.7457809235878257e-05,1,5.0,0.0,5.0,54.0,0
202055,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
33106,1,1,2.5643043447415897e-05,1,2.0,0.0,2.0,704.0,0
202115,1,1,2.5643043447415897e-05,1,1.0,0.0,1.0,58.0,0
202116,1,1,2.5643043447415897e-05,1,1.0,0.0,1.0,92.0,0
202117,1,1,2.5643043447415897e-05,1,1.0,0.0,1.0,1209.0,0
202118,1,1,2.5643043447415897e-05,1,1.0,0.0,1.0,291.0,0
202119,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
202120,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
178192,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202330,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
169348,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202739,1,1,2.5643043447415897e-05,1,1.0,0.0,1.0,93.0,0
202756,1,1,2.5643043447415897e-05,1,1.0,0.0,1.0,80.0,0
202757,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202758,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
203058,1,1,2.5643043447415897e-05,1,1.0,0.0,1.0,534.0,0
203059,1,1,2.5643043447415897e-05,1,1.0,0.0,1.0,268.0,0
203060,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202321,0,3,2.1350185746615998e-06,3,0.0,0.0,0.0,0.0,0
201460,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201459,135,29,0.0006526254022600939,3,65.0,82.0,147.0,206691.0,0
201461,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,0.0,0
201462,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,43.0,0
87346,0,3,2.1350185746615998e-06,3,0.0,0.0,0.0,0.0,0
201529,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,3.0,0
201530,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201540,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,78.0,0
201541,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,539.0,0
201542,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201543,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
139157,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,508.0,0
201549,1,2,2.759461470386868e-05,2,1.0,0.0,1.0,144.0,0
199139,0,3,2.1350185746615998e-06,3,0.0,0.0,0.0,0.0,0
201562,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,371.0,0
201563,1,1,2.759461470386868e-05,1,3.0,0.0,3.0,29.0,0
191425,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,2.0,0
201564,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,282.0,0
201565,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,905.0,0
201566,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,28.0,0
201567,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,277.0,0
201568,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,475.0,0
201569,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201570,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201571,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201572,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201573,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
179286,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201574,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,25.0,0
201575,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201576,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,96.0,0
201577,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,4.0,0
180275,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201578,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
201579,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201580,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201581,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201582,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
62761,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201583,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201584,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201585,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201586,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201587,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201588,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201589,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201590,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201591,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
91744,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201592,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
201593,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201594,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201595,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201596,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
201597,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201598,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201599,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201600,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201601,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
64070,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
201602,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201603,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201604,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201605,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201606,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201607,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
198148,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201608,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201609,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
201610,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201611,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201612,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201613,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201614,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201615,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201616,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201617,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
33732,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201618,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201619,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201620,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201621,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201622,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
201623,0,3,2.1350185746615998e-06,3,0.0,0.0,0.0,0.0,0
201624,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201625,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201626,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
201627,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
201628,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
191269,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
201629,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
201630,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
201631,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202004,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202005,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202006,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202068,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,454.0,0
202069,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202121,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202309,2,1,2.9409380492331035e-05,1,5.0,0.0,5.0,315.0,0
202311,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,214.0,0
202312,1,2,2.759461470386868e-05,2,1.0,0.0,1.0,729.0,0
202313,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,0.0,0
202314,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,834.0,0
202315,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202316,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202317,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
202318,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202319,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202320,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202322,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202323,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202324,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202325,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202326,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202327,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202328,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202329,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202331,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202378,1,2,2.759461470386868e-05,2,4.0,0.0,4.0,210.0,0
202688,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202689,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202703,2,1,2.9409380492331035e-05,1,5.0,0.0,5.0,0.0,0
177794,1,1,2.759461470386868e-05,1,1.0,0.0,1.0,187.0,0
201559,26,8,0.00013247401391954804,2,13.0,17.0,30.0,144719.0,0
202705,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
202706,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202707,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202445,3,2,3.122414628079339e-05,2,5.0,0.0,5.0,254.0,0
202727,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202754,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
102622,0,4,2.1350185746615998e-06,3,0.0,0.0,0.0,0.0,0
202773,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202774,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201464,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201463,186,38,0.0021756394161914785,3,184.0,78.0,262.0,102069.0,0
201465,1,1,5.574721671509119e-05,1,2.0,0.0,2.0,36.0,0
201466,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201467,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
36684,1,3,5.574721671509119e-05,2,1.0,0.0,1.0,249.0,0
201526,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,222.0,0
42692,3928,35,0.011568716369821595,24,2953.0,1955.0,4908.0,176281.0,0
201527,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201528,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201680,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,48.0,0
201681,1,1,5.574721671509119e-05,1,2.0,0.0,2.0,327.0,0
201682,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,596.0,0
92411,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,79.0,0
201683,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,232.0,0
201684,1,2,2.9077047979077274e-05,2,1.0,0.0,1.0,42.0,0
201685,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201686,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,354.0,0
201687,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,13.0,0
201938,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,387.0,0
201939,2,1,5.756198250355356e-05,1,7.0,0.0,7.0,747.0,0
201940,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,611.0,0
201941,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201942,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201943,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201944,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,843.0,0
201945,1,1,5.574721671509119e-05,1,6.0,0.0,6.0,118.0,0
201946,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201947,51,39,0.0012855499207375526,3,94.0,2.0,96.0,21746.0,0
201948,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201949,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201950,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201951,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,251.0,0
201952,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,122.0,0
201953,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201954,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201955,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201956,2,1,5.756198250355356e-05,1,3.0,0.0,3.0,550.0,0
201957,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201958,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201959,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201960,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201961,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201962,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201963,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201964,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201965,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201966,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201967,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201968,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201969,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201970,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201971,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201972,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201973,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
50003,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
201974,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201975,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201976,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201977,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201978,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201979,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201980,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
21505,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201981,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201982,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,0.0,0
201983,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201984,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201985,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201986,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201987,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201988,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201989,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201990,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201991,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201992,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201993,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201994,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,633.0,0
201995,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201996,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
50121,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201997,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
93983,0,2,2.1350185746615998e-06,2,0.0,0.0,0.0,0.0,0
201998,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
201999,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202000,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202008,1,1,5.574721671509119e-05,1,2.0,0.0,2.0,50.0,0
202009,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202010,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202011,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202012,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202013,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202057,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,159.0,0
202058,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202059,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202060,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202061,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202062,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202063,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202064,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202065,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202066,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202067,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202070,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202071,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,25.0,0
202072,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202073,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202074,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
202170,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,36.0,0
202171,1,1,5.574721671509119e-05,1,1.0,0.0,1.0,36.0,0
202172,0,1,2.1350185746615998e-06,1,0.0,0.0,0.0,0.0,0
